node->nodeId,packet_send,packet_recv,packetSize_send,packetSize_recv,sendToRecv_delay,generateToRecv_delay,cache_hitTimes,packet_lostTimes,interestPacket_send,dataPacket_send,interestPacket_recv,dataPacket_recv,distRequestPacket_send,distAnswerPacket_send,distRequestPacket_recv,distAnswerPacket_recv,fakeInterest_send,fakeData_send,fakeInterest_recv,fakeData_recv,cs_size
1,8273,8270,12078580,248100,0,25678432937899,0,0,0,5816,5816,0,0,0,0,0,0,0,0,0,0
2,21714,21686,19874910,12480970,0,102581350115357,250,0,5816,6072,6072,5816,0,0,0,0,0,0,0,0,1455620
3,7477,7449,6284650,4893850,0,59708725661726,127,0,809,962,962,809,0,0,0,0,0,0,0,0,1257060
4,12694,12560,12562990,6349910,0,92701582267091,201,0,1721,1967,1971,1720,0,0,0,0,0,0,0,0,1460000
5,6020,6020,4574990,4462020,0,50917976851456,45,0,537,616,616,537,0,0,0,0,0,0,0,0,848260
6,7234,7203,6057140,4762060,0,59583788696953,31,0,722,808,808,722,0,0,0,0,0,0,0,0,1137340
7,7344,7305,6184850,4788000,0,59303941887795,91,0,738,895,895,738,0,0,0,0,0,0,0,0,1162160
8,7386,7360,6176100,4889750,0,59211071611679,42,0,808,888,888,808,0,0,0,0,0,0,0,0,1274580
9,13169,13019,13505310,6116290,0,101237046154668,183,0,1547,1797,1797,1547,0,0,0,0,0,0,0,0,1460000
10,20574,20461,21000440,9651430,0,127420190676116,500,0,3863,4426,4427,3863,0,0,0,0,0,0,0,0,1460000
11,10228,10180,9421660,5820910,0,76562048683326,57,0,1400,1460,1460,1400,0,0,0,0,0,0,0,0,1460000
12,1061,1058,31830,1544680,0,8754490333571,0,0,249,0,0,246,0,0,0,0,0,0,0,0,0
13,1043,1037,31290,1514020,0,8381429375213,0,0,230,0,0,224,0,0,0,0,0,0,0,0,0
14,1100,1092,33000,1594320,0,8401844733105,0,0,285,0,0,277,0,0,0,0,0,0,0,0,0
15,1022,1018,30660,1486280,0,8770862129012,0,0,212,0,0,208,0,0,0,0,0,0,0,0,0
16,1096,1090,32880,1591400,0,8385530860235,0,0,283,0,0,277,0,0,0,0,0,0,0,0,0
17,1083,1079,32490,1575340,0,8350634389621,0,0,273,0,0,269,0,0,0,0,0,0,0,0,0
18,1023,1016,30690,1483360,0,8770129013490,0,0,212,0,0,205,0,0,0,0,0,0,0,0,0
19,1045,1041,31350,1519860,0,8347062738276,0,0,237,0,0,233,0,0,0,0,0,0,0,0,0
20,979,979,29370,1429340,0,8352589873501,0,0,168,0,0,168,0,0,0,0,0,0,0,0,0
21,1010,1009,30300,1473140,0,8798037704602,0,0,195,0,0,193,0,0,0,0,0,0,0,0,0
22,980,979,29400,1429340,0,8269131611200,0,0,175,0,0,173,0,0,0,0,0,0,0,0,0
23,1060,1055,31800,1540300,0,8350872274550,0,0,249,0,0,243,0,0,0,0,0,0,0,0,0
24,1019,1009,30570,1473140,0,8741064961953,0,0,209,0,0,199,0,0,0,0,0,0,0,0,0
25,953,950,28590,1387000,0,8387074987900,0,0,141,0,0,138,0,0,0,0,0,0,0,0,0
26,1075,1073,32250,1566580,0,8335123477634,0,0,264,0,0,262,0,0,0,0,0,0,0,0,0
27,1016,1013,30480,1478980,0,8731862981525,0,0,206,0,0,203,0,0,0,0,0,0,0,0,0
28,1054,1052,31620,1535920,0,8407486548849,0,0,241,0,0,239,0,0,0,0,0,0,0,0,0
29,1014,1009,30420,1473140,0,8384261505324,0,0,199,0,0,194,0,0,0,0,0,0,0,0,0
30,1060,1056,31800,1541760,0,8793635429886,0,0,247,0,0,243,0,0,0,0,0,0,0,0,0
31,1020,1015,30600,1481900,0,8281594431621,0,0,217,0,0,212,0,0,0,0,0,0,0,0,0
32,1085,1083,32550,1581180,0,8356513467020,0,0,276,0,0,273,0,0,0,0,0,0,0,0,0
33,1025,1021,30750,1490660,0,8712301434791,0,0,218,0,0,213,0,0,0,0,0,0,0,0,0
34,930,928,27900,1354880,0,8345968302677,0,0,124,0,0,121,0,0,0,0,0,0,0,0,0
35,1089,1086,32670,1585560,0,8391011747883,0,0,275,0,0,271,0,0,0,0,0,0,0,0,0
36,1009,1007,30270,1470220,0,8750737614665,0,0,200,0,0,198,0,0,0,0,0,0,0,0,0
37,1032,1025,30960,1496500,0,8327497720357,0,0,223,0,0,216,0,0,0,0,0,0,0,0,0
38,981,979,29430,1429340,0,8347293290196,0,0,171,0,0,169,0,0,0,0,0,0,0,0,0
39,1072,1070,32160,1562200,0,8690474511968,0,0,263,0,0,261,0,0,0,0,0,0,0,0,0
40,1024,1019,30720,1487740,0,8337782168543,0,0,215,0,0,210,0,0,0,0,0,0,0,0,0
41,1005,1000,30150,1460000,0,8333362548924,0,0,196,0,0,191,0,0,0,0,0,0,0,0,0
42,1022,1016,30660,1483360,0,8756217574575,0,0,210,0,0,204,0,0,0,0,0,0,0,0,0
43,986,982,29580,1433720,0,8322380677112,0,0,179,0,0,175,0,0,0,0,0,0,0,0,0
44,1063,1056,31890,1541760,0,8386660747726,0,0,248,0,0,241,0,0,0,0,0,0,0,0,0
45,932,932,27960,1360720,0,8785847345977,0,0,118,0,0,118,0,0,0,0,0,0,0,0,0
46,1000,996,30000,1454160,0,8355054501131,0,0,189,0,0,185,0,0,0,0,0,0,0,0,0
47,1043,1039,31290,1516940,0,8324900429818,0,0,236,0,0,232,0,0,0,0,0,0,0,0,0
total ,159124,158382,118831950,118292030,0,1120424878988497,1527,0,25794,25707,25712,25644,0,0,0,0,0,0,0,0
